name,ID
Café Lungo Profundo en cápsulas Lor Barista XXL 10 ud.,540
Tomate frito Orlando sin gluten pack de 3 briks de 350 g.,541
DIA fregasuelos concentrado pétalos de rosa botella 1 lt,542
Panecillos bon matin Schär sin gluten 200 g.,543
Vino blanco semidulce Bach D.O Catalunya,544
Colifror 100% en forma de arroz Bonduelle 400 g.,545
Zumo de naranja Carrefour exprimido con pulpa brik 1 l.,546
Champú fortificante Pure Fresh Agua de Coco para raíces grasas y puntas secas Garnier-Fructis 360 ml.,547
Ravioli de tomate y mozzarella al huevo Carrefour 250 g.,548
Garbanzos a la riojana Hacendado,549
Ensalada mezcla dúo canónigos y rúcula,550
Quitamanchas ropa de color en polvi 4 Vanish Oxi-Action 450 g.,551
LA PIARA paté tapa negra lata 225 gr,552
DIA ambientador mini spray aroma oceánico recambio 2 uds,553
Pants Pull-Ups niña Huggies T5 (13-18 kg) 34 ud.,554
NESTLE Naturnes multifrutas pouch 90 gr,555
Bicarbonato sódico Hacendado,556
GRAFIC gel fijador efecto cemento tarro 300 ml,557
Colines saladitos Carrefour 250 g.,558
Crema de vinagre balsámico de Módena Hacendado,559
Cerveza Radler con zumo natural de limón Steinburg,560
Palitos de merluza a la romana Hacendado ultracongelados,561
Turrón de trufa blanca con lima y yuzu Casa Eceiza 200 g.,562
Judías verdes planas Ybarra,563
DIA pan de hamburguesas 4 unidades bolsa 220 gr,564
Bálsamo para barba original Bulldog 100 ml.,565
Crema de noche antiarrugas + firmeza L'Oréal-Revitalift 50 ml.,566
Infusión frutos rojos Hacendado,567
LA ROVERE vino rosado lambrusco botella 75 cl,568
Nueces sin cáscara Frit Ravich sin gluten 160 g.,569
Bolsa Mini Pinzas Madera 45 ud Apli,570
Batido de proteinas sabor chocolate con 26 vitaminas y minerales Ensure Max Protein 330 ml.,571
Arkovital Vitamina C Arkopharma 20 comprimidos.,572
Queso semicurado en porciones light La Vaca que ríe 250 g.,573
LA CARLOTEÑA redondo de pollo asado relleno de bacon envase 250 gr,574
AQUARIUS bebida refrescante aromatizada limón botella 50 cl,575
Patatas fritas corte ondulado Hacendado,576
Queso rulo de cabra President 200 g aprox,577
Garbanzo lechoso categoría extra Luengo 1 kg.,578
Pants para pérdidas de orina Talla G plus Ausonia Discreet 8 ud.,579
Coles de Bruselas Carrefour 450 g.,580
Goma Eva Amarilla,581
Fideuá Carrefour 500 g.,582
Maquillaje fluido Deliplus acción global 03,583
CAMPOS filetes de atún sin piel caja 225 gr,584
Compresas de noche con alas Evax Liberty 9 ud.,585
Café en cápsula cortado Tassimo,587
Seda dental Essencial Floss Cera/Menta Oral-B 50 metros.,588
Mermelada de fresa categoría extra Hero 320 g.,589
Maquillaje fluido Deliplus mate 02,590
Penne rigate integral La Molisana 500 g.,591
Sardinas picantes Cuca 120 g.,592
Queso brie 60% M.G Carrefour 200 g,593
DIA agua mineral con gas botella 1.5 lt,594
Purina Gourmet Gold Comida Húmeda para Gato Mousse Surtido 12x85g,595
Cóctel 1001 mojito premium 70 cl.,596
DEO WILLIAMS ICE BLUE STICK 75,597
Puntas de jamón curado Incarlopsa,598
Lomo ibérico bellota Jabugo La Bari Cuyar al corte 200 g aprox,599
AL PUNTO croquetas de pollo bandeja 8 uds 280 gr,600
DR. SCHAR pan de molde con cereales SIN GLUTEN bolsa 300 gr,601
Bateria Cocina 5 pzs Acero Esmaltado MAGEFESA Grana 24-20-16cm-Roja,602
ORION Respect loción antipiojos bote 100 ml,605
Bebida de arroz y coco ecológica Costa Eco 1 l.,606
NAVIDUL jamón curado bajo en sal envase 50 gr,607
DICORA jabón de manos + vitamina B bote 500 ml,609
Leche entera Hacendado,610
Bañera de baño chocolate Noah 1 ud.,611
Champú fortificante para pelo frágil con tendencia a caerse full resist L'Oréal-Elvive  370 ml.,612
Seitán ecológico Carrefour Bio 250 g.,613
Estuche de maquillaje Lol 1 ud.,614
Lenteja castellana categoría extra Carrefour 1 kg.,615
CAMPO VIEJO vino tinto crianza DO Rioja botella 75 cl,616
Detergente en polvo Elena 80 cacitos.,617
Escoba pequeña Bosque Verde,618
Cayena guindillas Carmencita 16 g.,619
Perfilador de ojos nº 001 24h. ScandalEyes Rimmel 1 ud.,620
BAILEYS licor de crema whisky original botella 70 cl,621
Detergente líquido Nenuco Colon 60 lavados.,622
Morralla,623
Rodaja de emperador Hacendado congelado,624
Paté de cerdo light Argal,625
Acondicionador para cabello seco con aceite de nuez de macadamia Hydrate Miracle Aussie 200 ml.,626
Champú rizos definidos Pantene 700 ml.,627
Almeja de cultivo fresca Calidad y Origen Carrefour 500 g,629
DIA mejillones en escabeche 8/12 piezas lata 69 gr,630
Sticks para tortuga Dr. Wu Tetra,631
DIA cereales rellenos de chocolate y avellana caja 500 gr,632
Agua mineral con gas Cabreiroá 1 l.,633
Preservativos sensual touch&feel Control 12 ud.,634
Babero pequeño de 0 a 4 meses Deliplus,635
Yogur de vaca ecológico Cantero de Letur 420 g.,636
Pants optima adsorption My Carrefour Baby T6 (+16 kg) 36 ud.,637
Guacamole Carrefour 200 g,638
Cerveza Mahou 5 Estrellas especial pack de 12 botellas de 25 cl.,639
NIVEA gel de ducha natural oil bote 200 ml,640
Vino tinto crianza ecológico Carrizal D.O.Ca Rioja 75 cl.,641
Sándwich jamón york y queso Hacendado pan sin corteza,642
DIA servilletas rosadas 2 capas 33x33 cm paquete 50 uds,643
Compresa con alas normal Deliplus Suave,644
Desodorante en spray para hombre pure game Adidas 150 ml.,645
Crema de leche con avellanas Nocilla 190 g.,646
Caldo de pollo Avecrem 48 pastillas,647
Pimiento italiano unidad (150 gr aprox.),648
CHUPA CHUPS the best of sabores variados bolsa 16 uds 192 gr,649
Caldo de pescado Hacendado,650
Panna Cotta con caramelo Nestlé La Lechera pack de 2 unidades de 125g.,651
Champú Volumen Deliplus cabello fino y sin volumen,652
Enjuague bucal Total Care Listerine 500 ml.,654
Huevos M camperos Quien es el Jefe 12 ud.,656
Caramelo con palo Piruletas Fiesta 105 g.,657
Vinagre balsámico de módena Prima 250 ml.,658
Pants Dodot T5 (12-17 kg) 60 ud.,660
DANONE ACTIVIA bífidus natural pack 4 unidades 120 gr,661
Hogaza de cereales The Rustik Bakery 450 g.,662
YATP brocha para colorete 1 ud,663
Cocktail fruta deshidratada Hacendado,664
REGINA Blitz papel de cocina 3 capas 1 rollo,665
Braguita incontinencia talla L Tena lady pants,666
Miel de azahar con crema de jengibre y limón Primo Mendoza 280 g,667
NESTLE manzana y melocotón pouch 90 gr,668
Leche entera ecológica Carrefour Bio brik 1 l.,669
ELPOZO salchichas frankfurt envase 160 gr,671
Vodka Grey Goose 70 cl.,672
SOLANO caramelos sabor café expresso bolsa 99 gr,673
Vino D.O. Rioja tinto crianza Gran Vendema 75 cl.,674
Vino blanco semi-dulce Solar de Ricot botella 75 cl.,675
LACASA conguitos chocolate con leche y cacahuetes bolsa 220 gr,676
Café molido natural descafeinado Record 250 g.,677
Bizcochitos Lulu el osito,678
Rodajas de emperador pequeñas Hacendado ultracongeladas,680
Licor dulce Amaretto Del Patriarca,681
DIA sardinas en aceite de oliva lata 80 gr,682
Bonito del norte en aceite de oliva Albo,684
Caramelos masticables de frutas Sugus sin gluten 1 kg.,685
Atún claro en aceite de oliva Isabel sin lactosa pack de 6 latas de 52 g.,686
FRIZZ EASE serum antiencrespamiento original inmediato dosificador 50 ml,687
Tomate frito Solís sin gluten y sin lactosa pack 2 tarros de 460 g.,688
Langostino crudo Pescanova ultracongelado,689
Queso Maasdam Holland Corona,690
DIA mermelada extra albaricoque frasco 650 gr,691
Yogur desnatado de fresa Danone Vitalinea sin gluten pack de 4 unidades de 135 g.,692
DIA chicle sabor hierbabuena sin azúcares bolsa 98 gr,693
Aceite de girasol Carrefour garrafa 5 l.,694
Tarta de queso Miraflores sin gluten 200 g.,695
Body spray té verde fresco Deliplus,696
BIFRUTAS PASCUAL bebida con leche tropical envase 1 lt,698
Cava Castell del Llac dulce 75 cl.,699
Sombra de ojos perlada Deliplus 09,700
Brocha de afeitar pelo de tejón Wilkinson,701
Galletas de cereales con chocolate Ositos Chiquilín 450 g.,702
Morcilla de cebolla oreada,703
Fiambre de lomo adobado bandeja 400 gr,704
T.CREME.GLOSS.CASTING.834,705
AS Mix gourmet alimento para gatos con carne tarro 4 x 85 gr,707
BABYSMILE jabon liquido infantil lavanda botella 750ml,709
Ron Matusalem gran reserva 15 años 70 cl.,710
Zumo de piña ecológico Huerta del Sol botella 1 l.,712
AMBIENT AIR ambientador mikado dama de noche 50 ml,713
Mermelada de frutas del bosque cero azúcar La Vieja Fábrica,714
Caldo de pollo contenido reducido en sal Carrefour sin gluten 1 l.,715
Manzanilla Solear 75 cl.,717
Zumo multifrutas Carrefour pack de 6 briks de 20 cl.,719
BLOOM insecticida eléctrico antimosquitos aparato + 2 recambios,720
Neceser higiene intima con copa menstrual y vaso de limpieza tamaño 1 Dyntas 1ud.,721
Café soluble natural classic Nescafé 300 g.,722
Vino D.O. Valdepeñas tinto Los Molinos 75 cl.,725
Granada Carrefour a granel 500 g aprox,726
Queso emmental taco Carrefour 250 g,727
Postre de manzana Jamar,728
Preservativos natural Durex 12 ud.,729
Estuche 2 Bot. Protos Tinto Roble 2018,730
Vino tinto D.O Campo de Borja Borsao barrica,731
Mezcla de cereales solubles ecológicos Nestlé Eko 175 g.,732
Catisfactions Premios para Gatos Sabor Pollo 60gr,733
Whisky nacional DYC 10 años,734
BRUMMEL colonia spray 125 ml,735
Detergente liquido delicate Carrefour Expert 40 lavados.,736
DIA patatas prefritas bolsa 1 Kg,737
Pañales bebé talla 1 de 2-5 kg Dodot,738
Monster Mango Loco bebida energética 50 cl.,739
NORIT detergente a mano líquido cuidado delicado botella 48 lv,740
Refresco de limón Hacendado fresh gas,741
MENFORSAN champú hidratante para perros bote 300 ml,742
Mermelada de fresa ecológica Carrefour Bio 350 g.,743
Alimento Húmedo para Gato con Pollo y Zanahorias 400gr,744
Fusilli lunghi Garofalo 500 g.,745
Lasaña de atún La Cocinera 530 g.,747
Surtido setas deshidratadas  bandeja 30 g,748
AIRE DE SEVILLA agua fresca de rosas blancas spray 30 ml,749
Crema Adhesiva Clasica Tamaño Ahorro Kukident 70 g.,750
Bolsa de Ojos Móviles Ovalados Surtidos 40 uds,751
Gambón crudo bolsa (peso aprox. 500 gr),752
DIA alimento  para gatos bocaditos pollo y legumbres lata 400 gr,753
Set de 3 Cucharilla de Acero Inoxidable BERGNER Limoges 3pz - Inox,754
Crema hidratante fragancia original Nenuco 400 ml.,755
Trenza con nueces de Pecán 4%,756
Sueños (Angulas) 200 g.,757
Salsa al pesto rosso Gallo 190 g.,758
Sidra Maeloc achampanada sabor mora pack de 4 botellas de 20 cl.,759
DIA alcaparras en vinagre frasco 80 gr,760
Queso curado de cabra graso corteza al pimentón Villuerca El Consorcio de Quesos 1/2 pieza 300 g aprox,761
Suavizante concentrado de agua de coco y minerales Aromaterapia+ Vernel 76 lavados.,762
Pizza masa fina 4 quesos Hacendado ultracongelada,763
Alubia blanca premium Don Pedro 1 kg.,764
ALBO calamares en su tinta lata 72 gr,765
DIA bebida de zumo de limón lata 33 cl,766
Tónica Nordic Mist botella 1 l.,767
Yogur de plátano Danone sin gluten pack de 4 unidades de 120 g.,768
Chocolate con leche Valor almendras enteras,769
Coloración permanente 7.13 rubio beige Deliplus 0% amoníaco,770
Dentífrico blanqueador one Max White Colgate 75 ml.,771
Agua mineral grande Solán de Cabras,772
Tomate frito con aceite de oliva virgen extra Orlando pack de 3 briks de 350 g.,773
Vino tinto D.O La Mancha Fidencio,774
Caramelo de hierbas sin azúcar Ricola Multi-Active 51 g.,775
Yogur de cabra desnatado ecológico Cantero de Letur 420 g.,776
Pechuga de pavo en lonchas El Pozo sin gluten 200 g.,777
ROYAL huevas de islandia de lumpus y capelan tarro 50 gr,778
Gelatina de sabores Carrefour pack de 6 unidades de 100 g.,779
Nigiris langostino,780
Bizcochos La filo 300 g.,781
Quitaesmalte Babaria 200 ml.,782
Pan crujiente de levadura tres semillas Chrupak 180 g.,783
SCOTCH BRITE estropajo salvauñas fibra negra BBQ paquete 1 ud,785
Champú suave y liso Pantene 700 ml.,786
Licor de anís dulce Regio,787
Ladrillos de goma Carrefour 200 g.,788
GULLON DIET NATURE doradas al horno sin azúcar caja 330 grs,789
Yogur estilo griego sirtaki de cítricos ecológico Casa Grande Xanceda 400 g.,790
Crema corporal hidratante para pieles atópicas Carrefour 400 ml.,791
Bacón Hacendado cintas,792
Vinagre de limpieza multiusos Carrefour 1 l.,793
Tarta de albaricoque Dolce Genuino 400 g.,794
Leche infantil de continuación desde 6 meses en polvo Blemil Plus Optimum 2 lata 800 g.,796
Jamón cocido loncha fina sin sal 200 g,797
Lavavajillas máquina 0% en pastillas Calgonit Finish 32 ud.,798
Aceitunas aliñadas Hacendado sin hueso,799
MILKYBAR chocolate blanco con galleta tableta 100 gr,800
Bebida láctea sabor canela y limón Hacendado,801
Mermelada de fresa La Vieja Fábrica 350 g.,802
Alubias a la jardinera Hacendado,803
Yogur líquido desnatado sabor cookies y vainilla alto en proteínas Danone sin lactosa YoPRO 300 g.,804
Refresco Coca-Cola Zero azúcar,805
Papilla instantánea 8 cereales Nestlé +6 meses,806
Coliflor Carrefour 1 kg.,807
FLORA OLIVA margarina barqueta 250 g,809
Ginebra London dry gin Larios,810
Bombones de chocolate con leche rellenos de crema de cacahuete Arcor 18 unidades de 17 g.,811
Mousse de lenguado gato adulto Delikuit,812
Queso de cabra tierno Carrefour 480 g aprox,813
POLIDENT crema fijadora para prótesis dental protección encías tubo 40 gr,814
Estuche de 2 botellas de Champagne Freixenet brut nature reserva D.O. Cava 75 cl. + 2 copas de regalo,815
Gazpacho con aceite de oliva virgen extra Carrefour sin gluten pack de 3 unidades de 330 ml.,816
Bastoncillos suaves Johnson's 200 ud.,817
DIA pepinillos sabor anchoa frasco 180 gr,818
Vino de la Tierra de Castilla blanco verdejo Viña Lobón 75 cl.,819
DIA chipirones rellenos en salsa americana lata 72 gr,820
Lavavajillas máquina 0% en gel ecológico Calgonit Finish 60 lavados,821
NUBY cepillo para biberones y tetinas 1 ud (diferentes colores),822
Zumo de fruta y leche Carrefour Tropical sin lactosa pack de 6 briks de 20 cl.,823
Caldo natural de pollo ecológico Aneto sin gluten 1 l.,824
Pintalabios Bom Bom creamy Deliplus 02,825
Zumo de piña Juver-Disfruta sin azúcar añadido pack de 6 briks de 20 cl.,827
Horquilla clásicas Ponette 20 ud.,829
Suavizante concentrado de lirio irresistible Aromaterapia Vernel 76 lavados.,830
Huevos L Carrefour 6 ud.,831
Tarrito de verduras con jamón y ternera desde 6 meses Hero Baby 235 g.,832
Yogur bífidus con espelta y semillas de amapola Danone Activia pack de 4 unidades de 120 g.,833
HALLS caramelo sabor miel-limón paquete 2 uds 67 gr,834
Miguelitos de chocolate blanco Ruiz 500 g,835
Dentífrico protección completa Parodontax 75 ml.,836
DIA DELICIOUS aceite virgen extra picual botella 500 ml,837
Peras conferencia,838
Bálsamo labial ultrahidratante berry Carmex 2 g.,839
Maquinilla depilación Hydro silk bikini Wilkinson,840
FORTALEZA café molido mezcla paquete 250 gr,841
Acondicionador de cuero Bosque Verde limpiador y nutriente,842
Tijeras manicura Beter 1 ud.,843
Purina Gourmet Diamant Comida Húmeda para Gato Finas Lonchas Carnes Asadas Pollo 85g,844
SOBERANO brandy de Jerez botella 70 cl,845
Queso Gruyère Natual,846
Barra de labios nº 203 magnetiza L'Oreal 1 ud.,847
Jamón de pavo al corte 150 g aprox,848
Redondo de pollo asado c/queso cabra y cebolla caramelizada Asados la Carloteña 250 g,850
Aceitunas verdes rellenas de anchoa Carrefour pack de 3 unidades de 150 g.,851
Leche semidesnatada Lauki brik 1 l.,852
Ambientador eliminaolor Air Effects Brisa Marina Ambipur 300 ml.,853
Agua mineral Solán de Cabras natural multifrutas 33 cl.,854
Stick iluminador perfectionist Deliplus 02,855
NIVEA Creme crema hidratante universal formato viaje lata 30 ml,856
GULLON Active galletas de desayuno integrales bolsa 280 grs,857
Colonia infantil ecológica Natural Denenes 500 ml.,858
Vinagre ecológico de manzana Carandini 500 ml.,859
JOHNSON´S Baby gel de baño pure protect bote 500 ml,860
Preparado para bizcocho Dr. Oetker 340 g.,861
Coloración permanente Deliplus 7.40 rubio cobrizo intenso,862
Panettone con profiteroles Bauli 750 g.,863
Masa de hojaldre Casa Tarradellas 260 g.,864
Perfilador de cejas definidor Deliplus 01,865
Ensalada brotes deluxe Carrefour 110 g,866
Pepinillos ecológicos Campomar Nature 180 g.,867
Chicles sabor sandía Trident 3 paquetes de 20 g.,869
Bebida Isotónica Antioxidant Vitamin Well botella 50 cl.,870
REVILLA salchichón tradicional en lonchas sobre 70 gr,871
Lote de Jamón Ibérico + embutido envase 1 ud,872
Tinte Classic 6C Rubio Oscuro Ceniza Farmatint 1 ud.,873
PANTENE Pro-v laca protect and stlyle fijación extra fuerte spray 300 ml,874
DIA salsa para hamburguesas bote 320 gr,875
GULLON galletas dibus sharkies cacao SIN GLUTEN caja 250 gr,876
Salchichas bockwurst con queso Picken sin gluten 340g.,877
Pan integral completo 100% 480 g,878
SCOTCH BRITE estropajo classic verde paquete 3 uds,879
Cerveza artesana La Sagra premium botella 33 cl.,880
Pañales Carrefour Baby Soft&Protect Talla 1 (2-5 kg) 26 ud.,881
Café cappuccino Starbucks 220 ml.,882
Sardinillas reducidas en sal Hacendado en aceite de oliva,883
Entrecot de vaca rubia Gallega madurado El Encinar de Humienta 500 g aprox,884
Secreto de cerdo ibérico,885
Queso gouda en lonchas Millan Vicente 150 g.,886
Galletas infantiles desde 12 meses Nestlé 180 g.,887
Tarta dúo sabores Hacendado congelada,888
Toallitas desmaquillantes Micelar & Oil Deliplus para todo tipo de pieles,890
Tiras de jamón curado Navidul sin gluten 60 g.,892
Sal gruesa Hacendado,893
Roll-on alivio picaduras Deliplus,894
Regaliz de goma Red&White Favoritos Haribo 275 g.,895
ARNIDOL pic roll-on alivio de picaduras 30 ml,896
Leche evaporada desnatada Nestlé - Ideal 525 g.,897
Estuche Séducteur (Colonia 100 ml. + Gel 230 ml. + Desodorante 150 ml.) Pertegaz 1 ud.,898
Acondicionador reparador con aminoácidos y ceramida para pelo dañado Total Repair 5 L'Oréal-Elvive 300 ml.,899
Salsa de habanero verde La Costeña botella 150 g.,900
MONTE XIABRE vino blanco albariño DO Rias Baixas botella 75 cl,901
Salsa barbacoa Heinz envase 400 ml.,902
Langostino crudo y pelado Pescanova ultracongelado,903
Crema de manos repara y alivia las manos secas Eudermin 75 ml.,904
Plantillas hombre gel activ sport elimina el olor y adsorbe el sudor Scholl 1 par.,905
Toallitas desmaquillantes suaves para pieles secas y sensibles con extracto de rosa Ganier 25 ud.,906
Chupete todo látex anatómico +6 a 18 meses Deliplus,907
Desodorante en spray Pink Passion Fa 200 ml.,908
Atún claro en aceite de oliva Carrefour pack de 3 latas de 52 g.,909
DIA VITAL bizcocho de fruta y cereales estuche 240 gr,910
Castañas tostadas y peladas Hacendado,911
Crema facial anti-edad integral L'Oréal men expert Vita lift 5 acciones,912
Ginebra Seagram's extra 70 cl.,913
Patatas fritas onduladas Ruffles sabor jamón,914
Leche de Continuación Puleva Peques 3 con Cereales y Fruta 600ml,915
Queso semicurado light en lonchas García Baquero 150 g.,917
BONTE cera facial depilatoria sin bandas todo tipo de pieles tarro 100 gr,918
Barra de labios nº 35 Super Stay Matte Ink Maybelline 1 ud.,919
GRANINI néctar naranja y zanahoria botella 1 lt,920
Soja texturizada fina ecológica Ecocesta 250 g.,921
Vino D.O Valencia blanco Amatista 75 cl.,922
Fideos orientales Yakisoba curry Hacendado,923
Tetina de látex anti-cólico flujo medio desde 6 meses Suavinex 2 ud.,924
Desodorizante cisterna en pastilla agua Azul Carrefour 2 ud.,925
Pan hot dog Hacendado,926
Café espresso intenso descafeinado en cápsulas Lor Ristretto 20 ud.,927
Filetes de anchoa del Cantábrico en aceite de oliva Gourmet Lorea 30 g.,928
Mermelada de melocotón Hero,929
Cepillo de dientes expert medium Max White Colgate 1 ud.,930
GOURMET PERLE finas laminas surtidas en salsa para gatos pack 4 x 85 gr,931
Cerveza Alhambra tradicional pack de 12 latas de 33 cl.,932
Lote mujer Pacha Ibiza Be Insane,933
Recambio para sistema atrapa-polvo Pronto 5 ud.,934
Lomo de cerdo trozo,935
Penne rigate Carrefour 500 g.,936
DIA chocolate fondant tableta 100 gr,937
Toallitas para bebé con tapa aqua pure Dodot 48 ud.,938
Enjuague bucal triple action Colgate 500 ml.,939
Vino blanco Ribera de los Molinos D.O. Mancha 75 cl.,940
Ambientador flor de vainilla Essential Mist recambio Air Wick 1 ud.,941
Ambientador automático Fresh Matic Oasis Turquesa aparato y recambio Air Wick 1 ud.,942
Pañales Carrefour Baby Ultra Dry Talla 4 (7-18 kg) 92 ud.,943
CALVO mejillones en escabeche 14/19 piezas lata 69  grs,944
Bebida de avena sin azúcares añadidos ecológica YoSoy brik 1 l.,945
Comida perro adulto Supreme Compy con salmón y arroz,946
Coloración permanente L'Oréal 7.1 rubio ceniza,947
Arroz semilargo Carrefour 2 kg.,948
GALLINA BLANCA crema casera de calabaza envase 500 ml,949
Laca de uñas 60 seconds super shine nº 340 Berries and Cream Rimmel 1 ud.,950
Champú Repara Aceite de argán de marruecos bío:renew Herbal Essences 400 ml.,951
ARIEL detergente máquina líquido fresh sensations botella 27 lv,952
Goma Eva Lila,953
Queso fresco de cabra Hacendado,954
Protector solar Sun Med FPS 50+,955
Vino tinto crianza tempranillo Dehesas del Rey D.O. Ribera del Duero 75 cl.,956
Barritas para canarios de fruta y miel Natura,957
DIA tortitas de arroz bañadas yogur paquete 130 gr,958
ZUM sumideros insecticida exterminador de cucarachas botella 500 ml,960
Xuxu rayado relleno de chocolate 57%,961
Bandas depilatorias corporales de cera fría con aloe vera Carrefour 20 ud.,962
Tijera Sensoft 13 cm,963
Salsa de soja dulce Go Tan botella 340 ml.,964
Champú reconstructor pelo largo y dañado Dream long L'Oréal-Elvive 370 ml.,965
Crackers rellenos de queso Cuétara 125 g.,966
Tomate troceado pelado Hacendado,967
Preparado de frutas mediterráneo Hero Nanos sin gluten bolsita de 100 g.,968
Maquillaje fluido Deliplus perfección satin 103,969
Brillo de labios Galactic metal Deliplus 02 berenjena,970
DIA EL CENCERRO queso semicurado cuña 300 gr,972
Ambientador automático Fresh Matic Nenuco Pack recambio Air Wick 2 ud.,973
Ginger ale Schweppes,974
PAVOFRÍO mini fuet de pavo bolsa 50 gr,975
25 Chinchetas Memo Carrefour,976
Refresco citrus Schweppes 1 l.,977
Coca Cola zero azúcar zero cafeína pack 12 latas 33 cl.,978
BUITONI masa para empanadillas y postres paquete 16 uds 160 gr,979
Multiinfusión delgaxan en bolsitas ecológica Pompadour 20 ud.,981
GILLETTE Fusion proglide power recambio blíster 4 uds,982
TA TUNG pollo kong pao bandeja 300 gr,983
JOHNSON'S acondicionador no más tirones spray 200 ml,984
Pan integral dextrin con lino Santiveri 300 g.,986
Chuletas de cerdo sajonia,987
Base de maquillaje F2 Matte Base Revolution 1 ud.,988
MOPATEX mango de aluminio h2 140 cm 1 ud,989
Tortillitas de camarones Crabss ultracongeladas,990
Café molido mezcla Carrefour 250 g.,991
Gel piel sensible Gillette 200 ml.,992
Sartén Aluminio Prensado Antiadherente PIXEL Chef Sauce 28 cm,993
Leche condensada Carrefour 450 g.,994
Salpicón de marisco 325 g,995
Chupete de silicona desde 12 meses rosa Phisyio Soft Chicco 2 ud.,996
FA desodorante fiji dream spray 200 ml,997
Coca Cola light pack 24 latas 33 cl.,998
Aceite de girasol Koipesol 1 l.,999
Pandilla sabor queso Cheetos 75 g.,1000
Mango deshidratado Hacendado,1001
Chocolate con leche y chips ahoy Milka 100 g.,1002
Lasaña boloñesa Carrefour 500 g.,1003
Mini plantillas de piel Carrefour 1 par.,1004
Magro de cerdo cocido Coren,1005
Ensalada César,1006
Champú Purificante Fresa blanca & menta dulce bío:renew Herbal Essences 400 ml.,1007
CLEAN & CLEAR exfoliante limpiador diario tubo 150 ml,1008
Cerveza especial Estrella Galicia pack 10 latas 33 cl.,1009
Pipas girasol naturales Hacendado peladas,1010
Queso fresco Paus 250 g.,1012
Limpiador de calzado azul Bosque Verde,1013
Chocolate negro 70% especial postres Valor sin gluten 200 g.,1014
ASTURIANA mantequilla ligera sin lactosa barqueta 250 gr,1015
Café molido natural Express Carrefour 250 g.,1016
Agua mineral Solán de Cabras grande,1017
Bebida Isotónica Reload Vitamin Well botella 50 cl.,1018
Champú fortificante arginina resist x3 para cabello frágil L'Oréal-Elvive 690 ml.,1019
Ambientador mini spray Cítrico recambio Carrefour 2 ud.,1022
NATURAL HONEY gel de ducha té verde addition bote 650 ml,1023
Maquinillas desechables para mujer 2 hojas con cabezal pivotante Carrefour 10 ud.,1024
Crema anticelulítica Deliplus,1025
KNORR doble caldo de carne estuche 18 pastillas,1026
DIA DELICIOUS miel de azahar frasco 350 gr,1028
Bebida de arroz ecológica Isola Bio sin gluten brik 1 l.,1029
Set notas adhesivas camisetas 30h. 2 mod. 90g.,1030
Café soluble natural Nescafé classic,1031
Queso de cabra tierno ecológico Arte y Sabor 300 g,1032
DAEN crema depilatoria rosa mosqueta tubo 125 ml,1033
NESTLE barrita de cereales fitness chocolate pack-6 estuche 141 gr,1034
WILKINSON Sword quattro titanium sensitive maquinilla de afeitar blíster 1 ud,1035
Kiwis amarillos,1036
Salsa RedHot original French's botella 148 ml.,1038
Biberón con tetina de látex anatómica flujo denso desde 6 meses Suavinex 360 ml.,1039
Vino tinto D.O La Mancha Fidencio crianza,1040
Café molido descafeinado Hacendado Espresso,1041
Ginebra Larios 1 l.,1042
Conos con helado de tres chocolates Carrefour 6 ud.,1043
Alubias cocidas en salsa de tomate Heinz 420 g.,1044
Pimienta verde en grano Carmencita 60 g.,1045
LISTERINE enjuague bucal dientes y encias botella 1 lt,1046
FLOTA detergente máquina líquido active plus esencia para soñar botella 25 lv,1047
Crema facial rosa fortificante SPF20 L´oreal Age Perfect 50 ml.,1048
Emulsión sin jabón con aceite de oliva Sebamed 1 l.,1049
GALLINA BLANCA sopa de verduras sobre 51 gr,1050
Tónica Schweppes Original pack de 12 latas de 25 cl.,1051
Queso mini Babybel pack de 6 unidades de 20 g.,1052
Infusión de frutas de verano en bolsitas Ti Ora 15 ud.,1053
DIA noodles sabor pollo bolsa bolsa 85 gr,1054
Torrezno de Soria La Hoguera 215 g,1057
Bombón helado de chocolate blanco y cookies Magnum pack de 3 unidades de 74 g.,1058
Varitas de merluza empanadas Hacendado ultracongeladas,1059
Jamón cocido premium delizias Embutidos Noel 120 g,1060
PAZO DE VILANE huevos camperos estuche 12 uds,1063
L'OREAL Botanicals mascarilla remedio de brillo tarro 200 ml,1064
Mascarilla Natural Deliplus todo tipo de cabello,1065
Chocolate con leche extrafino Nestlé pack de 6 tabletas de 125 g.,1066
DIA pan tostado normal paquete 270 grs,1067
Dentífrico previene el sangrado gingival Gingilacer 200 ml.,1068
Té verde con soja sabor mango Hacendado,1069
Miel de naranjo Hacendado,1072
Galletas María dorada Hacendado,1073
INSTITUTO ESPAÑOL gel de ducha en crema rosa mosqueta bote 1250 ml,1074
Galletas finas con chocolate con leche Digestive Fontaneda 170 g.,1075
Zumo de mandarina Simon Life pack de 4 botellas de 20 cl.,1076
Chocolate con leche Lindt 125 g.,1077
Esmalte de uñas 60 segundos 722 all nails on deck Rimmel London 1 ud.,1078
Vino rosado tempranillo Cuatro Rayas D.O.Rueda 75 cl.,1079
Guante Contacto Alimenticio SPONTEX Talla S/M,1080
Queso de mezcla semicurado Sanabria cuña de 200 g,1081
2 Led Reflectante R63 9W E27 Blanca,1082
